VTU;Best-hit;MA_grp;Nucleic_acid;genome;cluster;clade;kingdom;phylum;class;order;family;genus;hosts_taxon;qlen;slen;length;qcovhsp;pident;mean_coverage;bitscore;n_contigs;ARBO2019_July_Urban_MA_Montcalm_1;ARBO2019_June_Rural_Roustan_Arles_3;ARBO2021_May_Urban_JB_Montcalm;ARBO2021_June_Rural_BE_Montcalm_2;ARBO2021_May_Rural_PS_Montcalm_1;ARBO2021_July_Rural_Desert_Montpellier_1;ARBO2021_August_Urban_CE_Arles;ARBO2019_July_Urban_JB_Montcalm_1;ARBO2019_September_Urban_JB_Montcalm_2;ARBO2019_May_Rural_SG_Montcalm;ARBO2021_July_Urban_CE_Arles;ARBO2021_May_Urban_Jardin_Arles_1;ARBO2021_May_Rural_Belugue_Arles_3;ARBO2019_June_Rural_Eysselle_Arles_2;ARBO2019_June_Rural_PS_Montcalm_3;ARBO2019_June_Rural_PS_Montcalm_1;ARBO2019_July_Urban_Bellegarde_Montcalm_1;ARBO2021_August_Rural_Eysselle_Arles_2;ARBO2021_June_Rural_PS_Montcalm_2;ARBO2021_June_Urban_JB_Montcalm_1;ARBO2021_August_Rural_PS_Montcalm_2;ARBO2019_May_Rural_Belugue_Arles_1;ARBO2021_July_Rural_CampE_Montpellier_1;ARBO2019_May_Urban_Elysette_Montcalm_1;ARBO2019_July_Rural_Beaucaire_Montcalm_3;ARBO2021_September_Urban_Elysette_Montcalm_1;ARBO2019_May_Rural_PS_Montcalm_1;ARBO2019_June_Rural_Beaucaire_Montcalm_2;ARBO2019_July_Urban_Bellegarde_Montcalm_3;ARBO2021_August_Rural_BE_Montcalm_2;ARBO2021_June_Rural_Desert_Montpellier_1;ARBO2019_May_Rural_Roustan_Arles;ARBO2021_August_Urban_MA_Montcalm;ARBO2021_May_Urban_MA_Montcalm;ARBO2019_June_Urban_Bellegarde_Montcalm_2;ARBO2019_July_Urban_CE_Arles;ARBO2019_July_Urban_JB_Montcalm_2;ARBO2019_September_Rural_Roustan_Arles_3;ARBO2021_June_Rural_SG_Montcalm_3;ARBO2019_July_Rural_Roustan_Arles_2;ARBO2019_July_Rural_PS_Montcalm_2;ARBO2021_July_Urban_Jardin_Arles_3;ARBO2021_June_Rural_Beaucaire_Montcalm_2;ARBO2019_June_Urban_Palissade_Arles_1;ARBO2019_July_Rural_Roustan_Arles_1;ARBO2021_June_Urban_Elysette_Montcalm_2;ARBO2019_June_Rural_SG_Montcalm_3;ARBO2019_July_Urban_Palissade_Arles_2;ARBO2021_May_Rural_CampE_Montpellier_1;ARBO2021_June_Urban_Jardin_Arles_3;ARBO2019_July_Urban_Jardin_Arles_2;ARBO2021_September_Rural_Roustan_Arles;ARBO2019_July_Rural_Desert_Montpellier;ARBO2021_June_Rural_Roustan_Arles_1;ARBO2019_July_Urban_BF_Arles_1;ARBO2021_May_Rural_Belugue_Arles_2;ARBO2019_July_Rural_Beaucaire_Montcalm_4;ARBO2019_June_Rural_Belugue_Arles_1;ARBO2019_May_Rural_BE_Montcalm_2;ARBO2019_September_Rural_PS_Montcalm_3;ARBO2021_June_Rural_PS_Montcalm_3;ARBO2021_September_Rural_Eysselle_Arles_1;ARBO2021_June_Rural_CampE_Montpellier_1;ARBO2021_June_Urban_CE_Arles;ARBO2021_July_Rural_Belugue_Arles;ARBO2019_June_Urban_BF_Arles_3;ARBO2019_June_Urban_CE_Arles_1;ARBO2021_July_Rural_CampE_Montpellier_2;ARBO2021_July_Urban_MA_Montcalm_2;ARBO2021_September_Urban_CE_Arles_3;ARBO2021_July_Urban_Bellegarde_Montcalm_2;ARBO2021_July_Rural_BE_Montcalm_2;ARBO2019_September_Rural_SG_Montcalm_1;ARBO2021_June_Urban_Elysette_Montcalm_3;ARBO2019_June_Rural_PS_Montcalm_2;ARBO2019_May_Rural_CampE_Montpellier_2;ARBO2021_September_Urban_Elysette_Montcalm_2;ARBO2021_June_Urban_MA_Montcalm;ARBO2021_August_Rural_CampE_Montpellier_1;ARBO2021_July_Urban_Jardin_Arles_1;ARBO2019_May_Rural_PS_Montcalm_2;ARBO2021_September_Urban_JB_Montcalm_2;ARBO2021_August_Rural_SG_Montcalm_2;ARBO2021_July_Urban_BF_Arles;ARBO2021_July_Rural_SG_Montcalm_1;ARBO2019_May_Urban_Elysette_Montcalm_2;ARBO2021_September_Rural_PS_Montcalm_1;ARBO2019_August_Rural_PS_Montcalm_1;ARBO2021_August_Urban_Bellegarde_Montcalm;ARBO2019_September_Rural_Roustan_Arles_1;ARBO2019_June_Rural_Belugue_Arles_3;ARBO2021_June_Rural_Eysselle_Arles_3;ARBO2021_July_Urban_MA_Montcalm_1;ARBO2021_July_Urban_Bellegarde_Montcalm_1;ARBO2021_May_Rural_CampE_Montpellier_2;ARBO2021_August_Rural_SG_Montcalm_1;ARBO2021_June_Urban_Jardin_Arles_1;ARBO2019_May_Rural_CampE_Montpellier_1;ARBO2021_August_Rural_CampE_Montpellier_2;ARBO2021_August_Rural_PS_Montcalm_1;ARBO2021_August_Rural_Desert_Montpellier_2;ARBO2021_June_Rural_BE_Montcalm_1;ARBO2021_May_Urban_Elysette_Montcalm_1;ARBO2021_June_Urban_PN_Arles;ARBO2019_July_Rural_Beaucaire_Montcalm_1;ARBO2019_June_Urban_JB_Montcalm_3;ARBO2021_June_Urban_Bellegarde_Montcalm_3;ARBO2019_July_Rural_Beaucaire_Montcalm_2;ARBO2021_July_Rural_BE_Montcalm_1;ARBO2021_June_Rural_SG_Montcalm_2;ARBO2021_June_Rural_Roustan_Arles_2;ARBO2021_June_Rural_Desert_Montpellier_2;ARBO2021_August_Rural_Beaucaire_Montcalm_2;ARBO2019_June_Rural_Roustan_Arles_1;ARBO2021_September_Rural_PS_Montcalm_3;ARBO2021_July_Rural_SG_Montcalm_3;ARBO2021_September_Rural_PS_Montcalm_2;ARBO2021_September_Urban_MA_Montcalm;ARBO2021_June_Rural_Beaucaire_Montcalm_1;ARBO2019_June_Rural_SG_Montcalm_2;ARBO2021_May_Rural_PS_Montcalm_2;ARBO2019_July_Rural_PS_Montcalm_3;ARBO2019_July_Urban_BF_Arles_3;ARBO2019_August_Rural_Desert_Montpellier;ARBO2021_September_Rural_Desert_Montpellier_3;ARBO2019_May_Rural_Belugue_Arles_3;ARBO2021_July_Rural_PS_Montcalm_2;ARBO2019_September_Rural_PS_Montcalm_1;ARBO2021_June_Rural_Beaucaire_Montcalm_3;ARBO2021_May_Rural_BE_Montcalm;ARBO2021_June_Urban_Bellegarde_Montcalm_2;ARBO2019_July_Rural_SG_Montcalm_2;ARBO2021_August_Urban_JB_Montcalm_2;ARBO2021_September_Urban_Jardin_Arles_2;ARBO2021_August_Rural_Eysselle_Arles_3;ARBO2021_September_Rural_CampE_Montpellier;ARBO2021_June_Rural_CampE_Montpellier_2;ARBO2021_June_Urban_Jardin_Arles_2;ARBO2019_September_Urban_JB_Montcalm_1;ARBO2021_July_Urban_PN_Arles;ARBO2021_July_Urban_Palissade_Arles;ARBO2019_September_Rural_Roustan_Arles_2;ARBO2019_May_Rural_PS_Montcalm_3;ARBO2021_September_Rural_Eysselle_Arles_2;ARBO2019_June_Urban_CE_Arles_2;ARBO2021_September_Urban_CE_Arles_2;ARBO2021_June_Rural_Eysselle_Arles_1;ARBO2019_June_Urban_JB_Montcalm_1;ARBO2019_July_Urban_Jardin_Arles_3;ARBO2019_July_Urban_Jardin_Arles_1;ARBO2019_June_Urban_Palissade_Arles_2;ARBO2019_June_Urban_Jardin_Arles_2;ARBO2019_June_Rural_Roustan_Arles_2;ARBO2019_June_Urban_JB_Montcalm_2;ARBO2021_September_Rural_Desert_Montpellier_2;ARBO2021_May_Rural_Belugue_Arles_1;ARBO2019_June_Rural_Eysselle_Arles_1;ARBO2021_August_Rural_BE_Montcalm_1;ARBO2021_September_Urban_Jardin_Arles_1;ARBO2021_August_Rural_Desert_Montpellier_1;ARBO2021_July_Rural_PS_Montcalm_1;ARBO2021_August_Rural_SG_Montcalm_3;ARBO2021_August_Rural_PS_Montcalm_3;ARBO2021_June_Rural_SG_Montcalm_1;ARBO2021_June_Rural_PS_Montcalm_1;ARBO2021_September_Rural_Beaucaire_Montcalm;ARBO2021_June_Rural_CampE_Montpellier_3;ARBO2021_July_Rural_Beaucaire_Montcalm;ARBO2021_May_Rural_PS_Montcalm_3;ARBO2021_July_Rural_Desert_Montpellier_2;ARBO2021_July_Urban_Elysette_Montcalm;ARBO2019_September_Rural_SG_Montcalm_2;ARBO2019_June_Urban_Jardin_Arles_3;ARBO2021_August_Urban_Jardin_Arles_3;ARBO2021_August_Urban_Jardin_Arles_1;ARBO2019_June_Urban_Bellegarde_Montcalm_1;ARBO2019_July_Urban_Palissade_Arles_1;ARBO2021_August_Urban_PN_Arles;ARBO2019_May_Rural_BE_Montcalm_1;ARBO2021_July_Rural_CampE_Montpellier_3;ARBO2021_September_Urban_CE_Arles_1;ARBO2021_August_Urban_JB_Montcalm_3;ARBO2019_July_Rural_Roustan_Arles_4;ARBO2021_June_Rural_Desert_Montpellier_3;ARBO2019_September_Rural_PS_Montcalm_2;ARBO2021_September_Urban_PN_Arles;ARBO2019_June_Urban_BF_Arles_1;ARBO2021_July_Rural_Desert_Montpellier_3;ARBO2019_June_Rural_SG_Montcalm_1;ARBO2021_July_Urban_Jardin_Arles_2;ARBO2019_June_Rural_Beaucaire_Montcalm_1;ARBO2021_June_Urban_JB_Montcalm_2;ARBO2019_June_Rural_Belugue_Arles_2;ARBO2019_July_Urban_Elysette_Montcalm_2;ARBO2019_August_Urban_Bellegarde_Montcalm;ARBO2019_June_Urban_MA_Montcalm_2;ARBO2019_July_Urban_Elysette_Montcalm_1;ARBO2019_May_Rural_Belugue_Arles_2;ARBO2021_September_Rural_Desert_Montpellier_1;ARBO2019_July_Urban_Bellegarde_Montcalm_2;ARBO2019_July_Rural_PS_Montcalm_1;ARBO2019_July_Urban_BF_Arles_2;ARBO2021_August_Urban_Elysette_Montcalm_2;ARBO2019_June_Urban_Jardin_Arles_1;ARBO2019_June_Urban_MA_Montcalm_1;ARBO2021_July_Rural_SG_Montcalm_2;ARBO2019_June_Urban_Elysette_Montcalm;ARBO2021_August_Rural_Eysselle_Arles_1;ARBO2021_June_Urban_BF_Arles;ARBO2021_August_Urban_Elysette_Montcalm_1;ARBO2019_July_Urban_PN_Arles_2;ARBO2019_July_Rural_SG_Montcalm_1;ARBO2019_June_Rural_BE_Montcalm;ARBO2021_June_Urban_Bellegarde_Montcalm_1;ARBO2021_August_Urban_Jardin_Arles_2;ARBO2019_June_Rural_Roustan_Arles_4;ARBO2021_May_Rural_CampE_Montpellier_3;ARBO2021_June_Rural_Roustan_Arles_3;ARBO2019_August_Rural_PS_Montcalm_2;ARBO2021_July_Rural_Eysselle_Arles;ARBO2019_June_Urban_CE_Arles_3;ARBO2021_September_Urban_JB_Montcalm_1;ARBO2019_July_Urban_JB_Montcalm_3;ARBO2019_July_Rural_SG_Montcalm_3;ARBO2019_June_Urban_BF_Arles_2;ARBO2021_June_Rural_Eysselle_Arles_2;ARBO2019_July_Urban_MA_Montcalm_2;sum_reads
VTU1_Noda;Pariacoto virus;103782;ssRNA(+);RNA;Noda;Riboviria;Orthornavirae;Kitrinoviricota;Magsaviricetes;Nodamuvirales;Nodaviridae;Alphanodavirus;Insecta_other;1736;604;366;58;43;80;280;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2343;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2364
VTU10_Reo_unclass;Valmbacken virus;2651939;dsRNA;RNA;Reo_unclass;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;NA;NA;Diptera;4379;1397;1397;96;100;279;2784;1;0;0;0;0;0;0;76;0;0;0;0;0;0;0;0;0;0;34;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;0;167;0;0;0;0;0;0;287;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;70;50;0;0;0;0;0;0;0;0;0;0;53;49;0;0;0;33;0;0;0;0;0;0;0;13;0;0;0;0;166;0;0;0;0;0;0;390;0;0;0;0;0;35;0;43;0;53;0;45;0;0;0;0;124;0;0;182;0;0;0;0;0;239;21;0;0;0;0;0;0;150;0;0;263;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;54;0;0;0;0;0;0;0;0;13;0;0;0;0;0;171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;0;0;0;0;0;0;0;0;0;0;560;0;0;0;0;0;0;0;0;3589
VTU11_Mymona;Phyllomonavirus gysingense;2651942;ssRNA(-);RNA;Mymona;Riboviria;Orthornavirae;Negarnaviricota;Monjiviricetes;Mononegavirales;Mymonaviridae;Phyllomonavirus;Diptera;9474;1998;1998;63;99;55;3869;1;0;0;0;0;0;0;14;0;0;0;0;0;0;17;24;220;24;0;0;0;0;0;0;0;31;0;14;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;21;0;0;32;0;0;0;0;0;0;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;337;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;20;0;77;0;0;0;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;80;229;0;64;0;18;0;0;0;0;279;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;33;0;146;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2022
VTU12_Toti;Ahus virus;2651944;dsRNA;RNA;Toti;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales;Totiviridae;Totivirus;Diptera;1919;1331;517;88;99;23;1034;4;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;14;0;0;14;0;0;0;0;0;0;0;0;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;0;0;0;0;22;0;0;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;517
VTU13_Qin;Vittskovle virus;2651949;ssRNA(-);RNA;Qin;Riboviria;Orthornavirae;Negarnaviricota;Chunqiuviricetes;Muvirales;Qinviridae;NA;Diptera;1595;1806;509;93;97;21;1010;6;0;0;0;0;0;0;0;0;0;0;0;0;65;0;35;0;13;0;0;0;0;0;0;0;0;0;16;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;118;0;0;0;123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;0;0;0;0;0;59;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;55;0;39;0;0;0;0;0;0;49;85;120;0;0;14;0;70;0;0;0;0;0;0;13;0;0;0;0;0;0;11;0;67;0;0;45;0;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;48;19;0;181;0;0;34;0;0;0;22;0;0;0;0;1601
VTU14_Toti;Fitzroy Crossing toti-like virus 2;2755154;dsRNA;RNA;Toti;Riboviria;Orthornavirae;Duplornaviricota;Chrymotiviricetes;Ghabrivirales;Totiviridae;NA;Diptera;7136;759;754;32;79;96;1242;1;0;0;0;0;0;0;0;0;0;0;267;0;0;0;0;0;0;38;0;0;14;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;105;35;0;0;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;0;0;0;0;47;0;0;0;269;0;0;0;0;0;0;0;0;0;0;171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;207;0;0;0;0;0;0;0;1443
VTU15_Virga;Serbia virga-like virus 1;2771465;ssRNA(+);RNA;Virga;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Virgaviridae;NA;Diptera;1545;2555;503;97;96;27;988;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;0;0;104;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;369;0;0;112;0;0;0;0;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;894
VTU16_Partiti;Nefer virus;2800931;dsRNA;RNA;Partiti;Riboviria;Orthornavirae;Pisuviricota;Duplopiviricetes;Durnavirales;Partitiviridae;NA;Diptera;1390;316;258;53;50;856;263;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14391;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14487
VTU17_Partiti;Netjeret virus;2800932;dsRNA;RNA;Partiti;Riboviria;Orthornavirae;Pisuviricota;Duplopiviricetes;Durnavirales;Partitiviridae;NA;Diptera;1567;472;444;83;40;106;295;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;594;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;55;0;0;0;0;0;220;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1249
VTU18_Solemo;Thassos sobemo-like virus;2805767;ssRNA(+);RNA;Solemo;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Sobelivirales;Solemoviridae;NA;Diptera;2264;404;313;69;98;381;657;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;733;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;737;0;0;0;0;0;0;0;1085;625;0;0;0;0;0;0;0;0;0;0;2835;0;0;0;0;0;0;0;0;24;34;0;269;0;0;0;194;0;0;0;0;0;0;1667;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2791;0;0;0;0;496;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;636;0;0;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9019;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;1869;0;0;0;0;12;0;0;0;23156
